wav,txt
fechas2/train/fechas2_000000.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_005103.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005104.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_005105.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005106.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_005107.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_005108.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_005109.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005110.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005111.en.wav,please on wednesday | next_day('wednesday')
fechas2/train/fechas2_005112.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_005113.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_005114.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005115.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005116.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005117.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_005118.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005119.en.wav,please on wednesday | next_day('wednesday')
fechas2/train/fechas2_005120.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005121.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005122.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005123.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005124.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005125.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005126.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_005127.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005128.en.wav,the following thursday | next_day('thursday')
fechas2/train/fechas2_005129.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005130.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005131.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005132.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_005133.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005134.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005135.en.wav,this tuesday please | next_day('tuesday')
fechas2/train/fechas2_005136.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005137.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005138.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005139.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_005140.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_005141.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005142.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005143.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_005144.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_005145.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005146.en.wav,friday | next_day('friday')
fechas2/train/fechas2_005147.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_005148.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_005149.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005150.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_005151.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_005152.en.wav,please this coming monday | next_day('monday')
fechas2/train/fechas2_005153.en.wav,please on tuesday | next_day('tuesday')
fechas2/train/fechas2_005154.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005155.en.wav,this coming thursday please | next_day('thursday')
fechas2/train/fechas2_005156.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005157.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_005158.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_005159.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_005160.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_005161.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005162.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005163.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005164.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005165.en.wav,this thursday please | next_day('thursday')
fechas2/train/fechas2_005166.en.wav,this tuesday please | next_day('tuesday')
fechas2/train/fechas2_005167.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005168.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005169.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005170.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_005171.en.wav,friday | next_day('friday')
fechas2/train/fechas2_005172.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_005173.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_005174.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_005175.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005176.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005177.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005178.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005179.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005180.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005181.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_005182.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_005183.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_005184.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005185.en.wav,please on friday | next_day('friday')
fechas2/train/fechas2_005186.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005187.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_005188.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_005189.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005190.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005191.en.wav,this friday thank you | next_day('friday')
fechas2/train/fechas2_005192.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005193.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005194.en.wav,tomorrow please | relative_day(+1)
fechas2/train/fechas2_005195.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_005196.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005197.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_005198.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_005199.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005200.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005201.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_005202.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_005203.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005204.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_005205.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005206.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_005207.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005208.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005209.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_005210.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005211.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005212.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005213.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_005214.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005215.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005216.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_005217.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005218.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005219.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_005220.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005221.en.wav,please on tuesday | next_day('tuesday')
fechas2/train/fechas2_005222.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005223.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005224.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_005225.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_005226.en.wav,this wednesday please | next_day('wednesday')
fechas2/train/fechas2_005227.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_005228.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005229.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005230.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005231.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_005232.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005233.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005234.en.wav,please this thursday | next_day('thursday')
fechas2/train/fechas2_005235.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005236.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_005237.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005238.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005239.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005240.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_005241.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005242.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005243.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005244.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_005245.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_005246.en.wav,this thursday thank you | next_day('thursday')
fechas2/train/fechas2_005247.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_005248.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_005249.en.wav,please on thursday | next_day('thursday')
fechas2/train/fechas2_005250.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005251.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_005252.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_005253.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_005254.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_005255.en.wav,please on monday | next_day('monday')
fechas2/train/fechas2_005256.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_005257.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_005258.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005259.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005260.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005261.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005262.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005263.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_005264.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_005265.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_005266.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005267.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005268.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_005269.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005270.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005271.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_005272.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_005273.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005274.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_005275.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_005276.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005277.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_005278.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_005279.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005280.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_005281.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_005282.en.wav,the following monday thanks | next_day('monday')
fechas2/train/fechas2_005283.en.wav,this friday please | next_day('friday')
fechas2/train/fechas2_005284.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005285.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005286.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_005287.en.wav,tomorrow please | relative_day(+1)
fechas2/train/fechas2_005288.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005289.en.wav,this coming wednesday thanks | next_day('wednesday')
fechas2/train/fechas2_005290.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005291.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_005292.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_005293.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005294.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_005295.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005296.en.wav,the following friday | next_day('friday')
fechas2/train/fechas2_005297.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005298.en.wav,next tuesday thanks | next_day('tuesday')
fechas2/train/fechas2_005299.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_005300.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005301.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005302.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_005303.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_005304.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005305.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005306.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005307.en.wav,next friday thanks | next_day('friday')
fechas2/train/fechas2_005308.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005309.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_005310.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_005311.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005312.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005313.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_005314.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_005315.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005316.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_005317.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_005318.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005319.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005320.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005321.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005322.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005323.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005324.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005325.en.wav,friday | next_day('friday')
fechas2/train/fechas2_005326.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_005327.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_005328.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005329.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005330.en.wav,friday thank you | next_day('friday')
fechas2/train/fechas2_005331.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_005332.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_005333.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005334.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_005335.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_005336.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_005337.en.wav,please this monday | next_day('monday')
fechas2/train/fechas2_005338.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_005339.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005340.en.wav,please this friday | next_day('friday')
fechas2/train/fechas2_005341.en.wav,please this coming friday | next_day('friday')
fechas2/train/fechas2_005342.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_005343.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_005344.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_005345.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005346.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005347.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_005348.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005349.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005350.en.wav,wednesday please | next_day('wednesday')
fechas2/train/fechas2_005351.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005352.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005353.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005354.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005355.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005356.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005357.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005358.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_005359.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005360.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_005361.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005362.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_005363.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_005364.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005365.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005366.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005367.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005368.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005369.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005370.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005371.en.wav,the following monday | next_day('monday')
fechas2/train/fechas2_005372.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_005373.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005374.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005375.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005376.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005377.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005378.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005379.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005380.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005381.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005382.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005383.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_005384.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005385.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005386.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005387.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_005388.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005389.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005390.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_005391.en.wav,please this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005392.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_005393.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_005394.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005395.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_005396.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_005397.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005398.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005399.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005400.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_005401.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_005402.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005403.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_005404.en.wav,wednesday please | next_day('wednesday')
fechas2/train/fechas2_005405.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005406.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005407.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_005408.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005409.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005410.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005411.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_005412.en.wav,please this coming thursday | next_day('thursday')
fechas2/train/fechas2_005413.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005414.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_005415.en.wav,friday | next_day('friday')
fechas2/train/fechas2_005416.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_005417.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_005418.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_005419.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005420.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_005421.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005422.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_005423.en.wav,this coming friday thanks | next_day('friday')
fechas2/train/fechas2_005424.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_005425.en.wav,monday | next_day('monday')
fechas2/train/fechas2_005426.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_005427.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005428.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_005429.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005430.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_005431.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_005432.en.wav,this coming tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_005433.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005434.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_005435.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_005436.en.wav,this coming friday thanks | next_day('friday')
fechas2/train/fechas2_005437.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005438.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_005439.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_005440.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_005441.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_005442.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_005443.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005444.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_005445.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_005446.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005447.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_005448.en.wav,friday | next_day('friday')
fechas2/train/fechas2_005449.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_005450.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_005451.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_005452.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_005453.en.wav,next wednesday thanks | next_day('wednesday')
fechas2/train/fechas2_005454.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005455.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005456.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005457.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005458.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005459.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_005460.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_005461.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005462.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005463.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005464.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005465.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_005466.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005467.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_005468.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_005469.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005470.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005471.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005472.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_005473.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005474.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005475.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_005476.en.wav,please this thursday | next_day('thursday')
fechas2/train/fechas2_005477.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_005478.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_005479.en.wav,tomorrow please | relative_day(+1)
fechas2/train/fechas2_005480.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_005481.en.wav,please this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_005482.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005483.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_005484.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005485.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_005486.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_005487.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005488.en.wav,please this coming monday | next_day('monday')
fechas2/train/fechas2_005489.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005490.en.wav,this wednesday please | next_day('wednesday')
fechas2/train/fechas2_005491.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_005492.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_005493.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_005494.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_005495.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_005496.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_005497.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_005498.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_005499.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_005500.en.wav,please in a couple of days | relative_day(+2)
