wav,txt
fechas2/train/fechas2_000000.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_003825.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_003826.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_003827.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_003828.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_003829.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_003830.es.wav,el martes próximo | next_day('tuesday')
fechas2/train/fechas2_003831.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003832.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003833.es.wav,el siguiente jueves gracias | next_day('thursday')
fechas2/train/fechas2_003834.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003835.es.wav,este miércoles próximo gracias | next_day('wednesday')
fechas2/train/fechas2_003836.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_003837.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003838.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003839.es.wav,por favor el viernes que viene | next_day('friday')
fechas2/train/fechas2_003840.es.wav,este martes gracias | next_day('tuesday')
fechas2/train/fechas2_003841.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003842.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_003843.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_003844.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003845.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003846.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_003847.es.wav,este jueves que viene | next_day('thursday')
fechas2/train/fechas2_003848.es.wav,por favor el lunes que viene | next_day('monday')
fechas2/train/fechas2_003849.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003850.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_003851.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_003852.es.wav,este miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_003853.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_003854.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_003855.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_003856.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_003857.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003858.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_003859.es.wav,este viernes que viene gracias | next_day('friday')
fechas2/train/fechas2_003860.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_003861.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003862.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003863.es.wav,el próximo jueves por favor | next_day('thursday')
fechas2/train/fechas2_003864.es.wav,por favor el siguiente lunes | next_day('monday')
fechas2/train/fechas2_003865.es.wav,por favor el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_003866.es.wav,por favor este martes | next_day('tuesday')
fechas2/train/fechas2_003867.es.wav,el miércoles que viene gracias | next_day('wednesday')
fechas2/train/fechas2_003868.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_003869.es.wav,por favor este lunes siguiente | next_day('monday')
fechas2/train/fechas2_003870.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003871.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003872.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003873.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_003874.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003875.es.wav,el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_003876.es.wav,este miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003877.es.wav,este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_003878.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_003879.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_003880.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_003881.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_003882.es.wav,el jueves gracias | next_day('thursday')
fechas2/train/fechas2_003883.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_003884.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003885.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003886.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_003887.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_003888.es.wav,el miércoles que viene por favor | next_day('wednesday')
fechas2/train/fechas2_003889.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_003890.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_003891.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_003892.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003893.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003894.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003895.es.wav,este jueves que viene por favor | next_day('thursday')
fechas2/train/fechas2_003896.es.wav,este jueves que viene | next_day('thursday')
fechas2/train/fechas2_003897.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_003898.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_003899.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_003900.es.wav,por favor el viernes próximo | next_day('friday')
fechas2/train/fechas2_003901.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_003902.es.wav,este viernes próximo gracias | next_day('friday')
fechas2/train/fechas2_003903.es.wav,el lunes próximo | next_day('monday')
fechas2/train/fechas2_003904.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_003905.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_003906.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003907.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003908.es.wav,el siguiente miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003909.es.wav,el jueves por favor | next_day('thursday')
fechas2/train/fechas2_003910.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_003911.es.wav,el próximo miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_003912.es.wav,por favor este viernes siguiente | next_day('friday')
fechas2/train/fechas2_003913.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_003914.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003915.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_003916.es.wav,el viernes siguiente gracias | next_day('friday')
fechas2/train/fechas2_003917.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_003918.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003919.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003920.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003921.es.wav,el próximo miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_003922.es.wav,este martes por favor | next_day('tuesday')
fechas2/train/fechas2_003923.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003924.es.wav,por favor el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_003925.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_003926.es.wav,este lunes próximo | next_day('monday')
fechas2/train/fechas2_003927.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_003928.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_003929.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_003930.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_003931.es.wav,el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_003932.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_003933.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_003934.es.wav,por favor este jueves | next_day('thursday')
fechas2/train/fechas2_003935.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_003936.es.wav,el siguiente martes por favor | next_day('tuesday')
fechas2/train/fechas2_003937.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003938.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003939.es.wav,por favor este viernes siguiente | next_day('friday')
fechas2/train/fechas2_003940.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003941.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003942.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_003943.es.wav,el lunes siguiente gracias | next_day('monday')
fechas2/train/fechas2_003944.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003945.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_003946.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003947.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_003948.es.wav,el martes que viene gracias | next_day('tuesday')
fechas2/train/fechas2_003949.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003950.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_003951.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003952.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_003953.es.wav,el martes próximo | next_day('tuesday')
fechas2/train/fechas2_003954.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_003955.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003956.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003957.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003958.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_003959.es.wav,el siguiente martes por favor | next_day('tuesday')
fechas2/train/fechas2_003960.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_003961.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_003962.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003963.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_003964.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_003965.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003966.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_003967.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_003968.es.wav,el lunes que viene gracias | next_day('monday')
fechas2/train/fechas2_003969.es.wav,el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_003970.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_003971.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003972.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_003973.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_003974.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003975.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003976.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_003977.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003978.es.wav,este jueves por favor | next_day('thursday')
fechas2/train/fechas2_003979.es.wav,por favor este viernes que viene | next_day('friday')
fechas2/train/fechas2_003980.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_003981.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003982.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003983.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_003984.es.wav,por favor el viernes | next_day('friday')
fechas2/train/fechas2_003985.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003986.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_003987.es.wav,este martes próximo por favor | next_day('tuesday')
fechas2/train/fechas2_003988.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_003989.es.wav,el siguiente miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_003990.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003991.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003992.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_003993.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_003994.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_003995.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_003996.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003997.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_003998.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_003999.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_004000.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_004001.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_004002.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_004003.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_004004.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_004005.es.wav,este martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_004006.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_004007.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_004008.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_004009.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004010.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_004011.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_004012.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_004013.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004014.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_004015.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_004016.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004017.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_004018.es.wav,por favor el martes | next_day('tuesday')
fechas2/train/fechas2_004019.es.wav,este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_004020.es.wav,el siguiente miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_004021.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_004022.es.wav,por favor el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_004023.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004024.es.wav,por favor este martes | next_day('tuesday')
fechas2/train/fechas2_004025.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_004026.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_004027.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004028.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_004029.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_004030.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_004031.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_004032.es.wav,el próximo viernes gracias | next_day('friday')
fechas2/train/fechas2_004033.es.wav,este miércoles siguiente por favor | next_day('wednesday')
fechas2/train/fechas2_004034.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_004035.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004036.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_004037.es.wav,el martes que viene | next_day('tuesday')
fechas2/train/fechas2_004038.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_004039.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004040.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004041.es.wav,el jueves gracias | next_day('thursday')
fechas2/train/fechas2_004042.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_004043.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004044.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_004045.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_004046.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_004047.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_004048.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_004049.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_004050.es.wav,el jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_004051.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_004052.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_004053.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_004054.es.wav,por favor el viernes | next_day('friday')
fechas2/train/fechas2_004055.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_004056.es.wav,este lunes que viene por favor | next_day('monday')
fechas2/train/fechas2_004057.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004058.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_004059.es.wav,por favor el siguiente lunes | next_day('monday')
fechas2/train/fechas2_004060.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_004061.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_004062.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_004063.es.wav,este viernes siguiente por favor | next_day('friday')
fechas2/train/fechas2_004064.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_004065.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_004066.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_004067.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004068.es.wav,el siguiente miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_004069.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_004070.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_004071.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_004072.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_004073.es.wav,este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_004074.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_004075.es.wav,el jueves siguiente por favor | next_day('thursday')
fechas2/train/fechas2_004076.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_004077.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_004078.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_004079.es.wav,por favor el lunes siguiente | next_day('monday')
fechas2/train/fechas2_004080.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_004081.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_004082.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_004083.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_004084.es.wav,el viernes siguiente por favor | next_day('friday')
fechas2/train/fechas2_004085.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_004086.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_004087.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_004088.es.wav,este jueves por favor | next_day('thursday')
fechas2/train/fechas2_004089.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_004090.es.wav,por favor este viernes que viene | next_day('friday')
fechas2/train/fechas2_004091.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_004092.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_004093.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004094.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004095.es.wav,este lunes que viene por favor | next_day('monday')
fechas2/train/fechas2_004096.es.wav,por favor el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_004097.es.wav,este jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_004098.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_004099.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_004100.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_004101.es.wav,el próximo viernes por favor | next_day('friday')
fechas2/train/fechas2_004102.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_004103.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_004104.es.wav,el lunes siguiente por favor | next_day('monday')
fechas2/train/fechas2_004105.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_004106.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_004107.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_004108.es.wav,este martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_004109.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_004110.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_004111.es.wav,por favor este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_004112.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_004113.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_004114.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_004115.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_004116.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_004117.es.wav,este viernes próximo por favor | next_day('friday')
fechas2/train/fechas2_004118.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_004119.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_004120.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_004121.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_004122.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004123.es.wav,el jueves que viene gracias | next_day('thursday')
fechas2/train/fechas2_004124.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_004125.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_004126.es.wav,este lunes próximo gracias | next_day('monday')
fechas2/train/fechas2_004127.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_004128.es.wav,el próximo lunes gracias | next_day('monday')
fechas2/train/fechas2_004129.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_004130.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_004131.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_004132.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_004133.es.wav,por favor este lunes siguiente | next_day('monday')
fechas2/train/fechas2_004134.es.wav,este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_004135.es.wav,el lunes próximo por favor | next_day('monday')
fechas2/train/fechas2_004136.es.wav,por favor este viernes próximo | next_day('friday')
fechas2/train/fechas2_004137.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_004138.es.wav,este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_004139.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_004140.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_004141.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_004142.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_004143.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_004144.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_004145.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_004146.es.wav,por favor este jueves próximo | next_day('thursday')
fechas2/train/fechas2_004147.es.wav,este lunes siguiente gracias | next_day('monday')
fechas2/train/fechas2_004148.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_004149.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_004150.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_004151.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_004152.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_004153.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004154.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_004155.es.wav,por favor el martes próximo | next_day('tuesday')
fechas2/train/fechas2_004156.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_004157.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_004158.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_004159.es.wav,este viernes que viene por favor | next_day('friday')
fechas2/train/fechas2_004160.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_004161.es.wav,por favor el lunes próximo | next_day('monday')
fechas2/train/fechas2_004162.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_004163.es.wav,este martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_004164.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_004165.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_004166.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004167.es.wav,el viernes por favor | next_day('friday')
fechas2/train/fechas2_004168.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_004169.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_004170.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_004171.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_004172.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_004173.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004174.es.wav,por favor este lunes siguiente | next_day('monday')
fechas2/train/fechas2_004175.es.wav,este lunes próximo | next_day('monday')
fechas2/train/fechas2_004176.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004177.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_004178.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_004179.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_004180.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_004181.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_004182.es.wav,por favor el martes que viene | next_day('tuesday')
fechas2/train/fechas2_004183.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004184.es.wav,por favor el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_004185.es.wav,por favor el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_004186.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_004187.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_004188.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004189.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_004190.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_004191.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_004192.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_004193.es.wav,el jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_004194.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_004195.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_004196.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_004197.es.wav,por favor este martes | next_day('tuesday')
fechas2/train/fechas2_004198.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_004199.es.wav,el próximo miércoles | next_day('wednesday')
